FID,id_no,binomial,presence,origin,seasonal,compiler,year,citation,source,dist_comm,island,subspecies,subpop,legend,tax_comm,kingdom_na,phylum_nam,class_name,order_name,family_nam,genus_name,species_na,code,Shape_Leng,Shape_Area,area
783,161386,Dasyatis lata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,lata,LC,41.58338011,20.0893111,230907
784,60084,Trygonoptera personata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROLOPHIDAE,Trygonoptera,personata,LC,33.5394463,4.045845884,43977
785,46865,Proscymnodon plunketi,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Proscymnodon,plunketi,NT,201.5458194,108.9960143,962643
786,161567,Galeus nipponensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,nipponensis,DD,51.62603873,17.21162057,180407
787,195470,Okamejei leptoura,1,1,1,IUCN Marine Biodiversity/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Okamejei,leptoura,LC,61.32679506,25.40485175,292030
788,195427,Chimaera argiloba,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,argiloba,LC,35.97651802,20.14518745,230893
789,161586,Raja straeleni,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,straeleni,DD,263.9580615,94.16066468,1101300
790,161603,Anacanthobatis nanhaiensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Anacanthobatis,nanhaiensis,DD,25.6063756,3.061497546,35119.60156
791,60186,Chimaera owstoni,1,1,1,IUCN,0,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,owstoni,DD,60.43419435,23.98615913,243994
792,41878,Stegostoma fasciatum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,STEGOSTOMIDAE,Stegostoma,fasciatum,VU,2939.881452,886.6604333,10512600
793,60112,Platyrhinoidis triseriata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,PLATYRHINIDAE,Platyrhinoidis,triseriata,LC,75.22045917,9.12482893,97766.89844
794,161729,Dipturus nidarosiensis,1,1,1,GMSA,2015,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,nidarosiensis,NT,385.9907408,156.3003963,934117
795,41877,Squalus mitsukurii,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,mitsukurii,DD,660.5849183,212.7654531,2245540
796,60226,Pristiophorus schroederi,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,PRISTIOPHORIFORMES,PRISTIOPHORIDAE,Pristiophorus,schroederi,DD,8.503489488,2.664963325,29380
797,161522,Neoraja carolinensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Neoraja,carolinensis,DD,12.12142452,2.133912705,22368
798,44221,Apristurus parvipinnis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,parvipinnis,DD,215.1981843,92.45905179,1085900
799,161694,Raja equatorialis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,equatorialis,DD,150.4323473,29.97132752,354382
800,161652,Holohalaelurus favus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Holohalaelurus,favus,EN,23.63973146,9.559479785,105217
801,39371,Carcharhinus leiodon,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,leiodon,VU,14.36737927,5.403300198,64015.80078
802,63165,Mustelus ravidus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,ravidus,LC,58.88957756,21.13494868,252428
803,161341,Cruriraja durbanensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,durbanensis,DD,3.685531699,0.460530645,4946.459961
804,39356,Mustelus lenticulatus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,lenticulatus,LC,188.8686983,88.48328676,816587
805,161351,Cirrhoscyllium expolitum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,PARASCYLLIIDAE,Cirrhoscyllium,expolitum,DD,104.249018,30.00285522,347386
806,41849,Glaucostegus typus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Glaucostegus,typus,VU,1997.992144,496.2797802,6031280
807,161654,Rhinobatos microphthalmus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Rhinobatos,microphthalmus,DD,7.935789954,3.076077841,34809.10156
808,161540,Himantura pastinacoides,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Himantura,pastinacoides,VU,195.061041,51.38271514,631050
809,60209,Cirrhigaleus asper,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Cirrhigaleus,asper,DD,480.6246345,191.3983153,2133320
810,41835,Nebrius ferrugineus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,GINGLYMOSTOMATIDAE,Nebrius,ferrugineus,VU,3008.224373,1055.676756,12609200
811,195432,Chimaera obscura,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,obscura,DD,42.99613553,31.1303617,346084
812,161364,Galeus eastmani,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,eastmani,LC,156.7600014,66.77875929,743663
813,161589,Platyrhina sinensis,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,PLATYRHINIDAE,Platyrhina,sinensis,VU,638.3839635,166.0540236,1783300
814,161497,Parmaturus melanobranchus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Parmaturus,melanobranchus,DD,31.57853161,31.58682471,354971
815,60228,Galeus piperatus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,piperatus,LC,36.48792134,10.96650464,119289
816,161481,Anacanthobatis americanus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Anacanthobatis,americanus,DD,77.97636021,19.01324848,227737
817,39380,Negaprion brevirostris,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Negaprion,brevirostris,NT,1673.07642,523.4342169,6068730
818,63146,Raja montagui,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,montagui,LC,889.3211545,293.3691961,2468600
819,44219,Apristurus macrostomus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,macrostomus,DD,8.881991005,6.088536375,70530.39844
820,161433,Squalus japonicus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,japonicus,DD,556.0547123,208.6467792,2248230
821,161552,Somniosus longus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Somniosus,longus,DD,110.6632771,42.17231895,437106
822,42718,Parmaturus bigus,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Parmaturus,bigus,DD,2.583986028,0.530055649,6064.410156
823,63109,Rioraja agassizii,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rioraja,agassizii,VU,97.17697791,20.78726,210725
824,165290,Himantura marginata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Himantura,marginata,DD,221.1587327,10.4169594,124248
825,60237,Etmopterus bullisi,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,bullisi,DD,210.6291791,96.49798716,1106210
826,161724,Cephaloscyllium umbratile,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,umbratile,DD,231.7917598,75.28753595,781609
827,161587,Rajella fyllae,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,fyllae,LC,727.1828259,164.106105,921202
828,41735,Carcharhinus fitzroyensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,fitzroyensis,LC,339.4557783,116.2068564,1382730
829,195426,Mustelus walkeri,1,1,1,IUCN,2011,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,walkeri,DD,85.05701801,28.33872937,323167
830,165302,Potamotrygon constellata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,POTAMOTRYGONIDAE,Potamotrygon,constellata,DD,184.2642917,228.6197224,2799350
831,161378,Carcharhinus acronotus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,acronotus,NT,1126.383676,358.6781287,4145410
832,161730,Urotrygon munda,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROTRYGONIDAE,Urotrygon,munda,DD,177.240966,14.20587444,172125
833,41812,Galeus gracilis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,gracilis,DD,39.87082373,20.20165868,238550
834,161424,Bathyraja matsubarai,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,matsubarai,DD,41.65910793,15.17944956,139491
835,39339,Alopias vulpinus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,vulpinus,VU,7949.336289,24007.83198,264335008
836,63148,Bathyraja peruana,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,peruana,DD,29.38236263,3.705186111,45009.60156
837,63134,Psammobatis parvacauda,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Psammobatis,parvacauda,DD,1.98531017,0.183719675,1426.439941
838,161360,Squalus chloroculus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,chloroculus,NT,81.35879045,37.0174184,355635
839,39348,Poroderma africanum,1,1,1,IUCN,2009,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Poroderma,africanum,NT,149.2308072,69.85412371,766558
840,161550,Brochiraja albilabiata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,albilabiata,DD,10.63946045,1.965607419,20109.59961
841,44220,Apristurus micropterygeus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,micropterygeus,DD,12.08929751,5.046671645,58071.5
842,60248,Squatina dumeril,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUATINIFORMES,SQUATINIDAE,Squatina,dumeril,DD,558.1735149,145.7297321,1591740
843,161455,Cephalurus cephalus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephalurus,cephalus,DD,85.03080229,32.29439498,362771
844,42707,Cephaloscyllium variegatum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,variegatum,NT,62.64925924,28.22596662,316481
845,61405,Leucoraja melitensis,1,1,1,GMSA,2015,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,melitensis,CR,72.91130661,30.27466921,306679
846,60227,Cephaloscyllium ventriosum,1,1,1,GMSA,2009,International Union for Conservation of Nature, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,ventriosum,LC,198.6907506,80.21320803,880742
847,195429,Chimaera fulva,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,fulva,LC,123.1707687,62.68994188,618706
848,161539,Hemigaleus australiensis,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,HEMIGALEIDAE,Hemigaleus,australiensis,LC,395.0968868,123.3149336,1451190
849,60233,Scyliorhinus retifer,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,retifer,LC,411.8658207,141.8509022,1532530
850,161728,Himantura imbricata,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Himantura,imbricata,DD,596.0393037,83.45730122,991328
851,42722,Squalus notocaudatus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,notocaudatus,DD,39.31936552,23.9738658,281592
852,161561,Bathyraja smithii,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,smithii,DD,51.36794192,10.10233731,106831
853,42717,Orectolobus hutchinsi,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,ORECTOLOBIDAE,Orectolobus,hutchinsi,LC,57.85850711,20.94448793,222315
854,161703,Squalus bucephalus,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,bucephalus,DD,59.5082229,27.99654833,321788
855,161347,Neoraja africana,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Neoraja,africana,DD,26.84177028,7.451555807,89552.10156
856,161641,Bathyraja hesperafricana,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,hesperafricana,DD,145.9503004,46.78539901,565899
857,41872,Chiloscyllium punctatum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Chiloscyllium,punctatum,NT,1900.370603,618.2083173,7363490
858,41864,Sutorectus tentaculatus,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,ORECTOLOBIDAE,Sutorectus,tentaculatus,LC,106.6369999,43.44522137,449214
859,41792,Chiloscyllium griseum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Chiloscyllium,griseum,NT,2175.880113,600.4599275,7158720
860,60138,Callorhinchus capensis,1,1,1,IUCN,0,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CALLORHINCHIDAE,Callorhinchus,capensis,LC,85.22464936,32.30940338,338797
861,44653,Aculeola nigra,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Aculeola,nigra,DD,73.12816289,34.5270699,403977
862,63111,Bathyraja brachyurops,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,brachyurops,LC,216.498586,98.79409544,828264
863,44598,Urotrygon microphthalmum,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROTRYGONIDAE,Urotrygon,microphthalmum,LC,178.7539385,48.41391586,594038
864,161357,Myliobatis tobijei,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MYLIOBATIDAE,Myliobatis,tobijei,DD,538.1793157,168.962215,1710740
865,44209,Apristurus brunneus,1,1,1,GMSA,2009,International Union for Conservation of Nature, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Apristurus,brunneus,DD,343.1185251,114.1473076,1130330
866,41746,Centroscyllium kamoharai,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Centroscyllium,kamoharai,DD,207.0569424,80.35480973,820407
867,161471,Bathyraja parmifera,1,1,1,IUCN Marine Biodiversity Unit/GMSA,2015,IUCN Shark Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,parmifera,LC,897.7163566,514.0928453,3723040
868,41827,Hydrolagus novaezealandiae,1,1,1,IUCN,0,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,novaezealandiae,LC,269.363388,90.69191613,846076
869,161344,Raja velezi,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,velezi,DD,204.7881392,56.74379349,682475
870,60202,Sphyrna tudes,1,1,1,IUCN,0,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,tudes,VU,396.8119892,130.1614111,1524690
